SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,1,-0.8702409464784621,0,0,0,0,0,0,-1.4976677070686424,0,0,1,1,0,0,0,1,0,0,0
0,0,0,-0.7073594915983407,1,0,0,0,0,0,-0.4523904946308554,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-1.2367242199587352,1,0,0,0,0,1,0.966777244177718,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-0.9924020376385532,1,0,0,0,0,1,0.6394032351449919,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.8400143297628127,0,0,0,0,0,1,-1.4926823160681442,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-0.3001558543980371,0,1,1,0,0,1,0.5014740841312035,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0.7178532386027215,1,0,1,0,1,1,0.4931650991303729,1,0,0,0,0,1,0,0,0,1,0
1,0,0,-0.5527594741495563,1,1,0,0,0,1,0.870251257646654,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.05414780301314236,1,0,1,0,1,1,0.481276747371502,1,0,0,0,1,0,0,0,0,1,1
0,0,1,-1.2774445836787656,0,0,0,0,0,1,-1.3115464430500368,1,0,0,1,0,0,0,0,1,0,1
0,1,0,-0.6680429209208335,1,0,0,1,0,1,1.1574378048637184,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.142005368728913,0,0,0,0,0,0,-1.4848428963087206,0,0,1,1,0,0,0,1,0,0,1
0,0,0,0.2292088739623573,0,1,1,0,1,0,0.1940416391004707,1,0,0,0,1,0,0,0,0,1,0
1,0,0,-1.2774445836787656,1,0,0,0,0,1,0.365039197656839,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1507476611494445,1,0,1,0,0,1,0.810770103154369,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.2292088739623573,0,0,0,0,0,0,-1.4744025490663168,0,0,1,0,0,1,1,0,0,0,0
1,1,0,1.369379058123207,1,0,0,0,1,1,1.1728400721983174,0,1,0,1,0,0,0,1,0,0,1
1,0,0,-0.7073594915983407,0,0,0,0,0,1,0.4865179111297087,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1198377025442101,0,0,0,0,0,0,-1.5120340718668452,0,0,1,1,0,0,0,0,1,0,1
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-1.4802856154918542,0,0,1,1,0,0,0,1,0,0,1
0,1,0,1.4967727751664688,1,0,1,1,1,1,1.3958986939096223,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.1960038562387048,0,0,0,0,1,0,-0.1366559639325876,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.309312304490032,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-1.059491053566099,0,0,0,0,0,0,-1.42994702452971,0,0,1,1,0,0,0,0,0,1,1
1,0,0,-1.2774445836787656,1,0,0,0,0,1,0.3203382111130964,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.5076384890696393,0,0,1,1,0,0,0,0,0,1,1
1,0,0,1.2879383306831464,1,1,0,1,1,1,1.4686399382278874,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.1960038562387048,0,0,0,0,0,1,0.1591439020969822,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.1960038562387048,0,1,0,1,0,1,1.1379423351948288,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0.6771328748826912,0,0,1,1,0,1,0.8338334841644282,0,1,0,0,1,0,1,0,0,0,0
0,1,0,1.5729808767233588,0,0,1,1,1,1,0.4765471291287116,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0.34630971160576673,1,0,1,1,0,1,1.3805941984785646,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.055833672077855,0,0,1,0,0,1,0.6344178441444933,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.5851984004382496,1,0,0,1,1,1,0.572931355138347,1,0,0,0,1,0,0,1,0,0,1
1,0,0,0.322238604579011,0,1,1,0,0,1,0.4559869035312498,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.2367242199587352,0,0,0,1,0,1,-0.5155456799704636,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0.1070477828022663,1,0,0,1,0,1,1.1977670272008092,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,0,0.1973652331008032,0,1,0,1,0,0,0,0,0,1,0
1,0,0,1.5729808767233588,1,1,1,1,1,0,0.8338334841644282,1,0,0,0,0,1,0,0,0,1,0
0,1,1,-0.4223169455581282,0,1,0,0,0,0,0.3402797751150897,0,1,0,1,0,0,1,0,0,0,0
0,1,1,0.9621754209229036,0,0,1,1,0,1,-0.952598291014154,1,0,0,0,1,0,0,1,0,0,0
0,1,1,-1.1552834925186746,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.139550328716747,0,0,0,0,1,1,-0.3117324887898426,1,0,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,1,1,1,0,0,0.6543594081464871,1,0,0,0,0,1,0,1,0,0,0
1,0,0,-1.2774445836787656,0,0,0,0,0,0,0.4549437681265523,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.0965540357978854,1,0,1,1,0,1,1.307445629211773,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1.5729808767233588,1,1,1,1,1,1,1.6713791722481544,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-0.8702409464784621,1,0,0,0,0,0,-1.3943228210126053,0,0,1,1,0,0,0,1,0,0,1
0,0,1,-0.8702409464784621,0,1,0,0,1,1,-0.9542600880143204,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,1,0,0.3070438351117673,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0.8400143297628127,1,0,0,0,0,0,-1.3181936310507012,0,0,1,0,0,1,0,1,0,0,0
1,1,0,1.0843365120829946,0,1,0,1,1,1,-0.0236537679212913,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.0151133083578247,0,0,0,0,0,1,-1.4860351280674795,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-1.1187896579513839,0,0,1,0,1,1,1.1242131529065442,0,1,0,1,0,0,0,0,0,1,1
0,1,1,-1.1552834925186746,1,0,0,0,0,1,0.7042133181514708,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,0,0,0,0,1,1,-0.4740007549663106,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-0.11011615420196269,1,0,1,0,0,1,0.5129226358596068,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1.125056875803025,1,0,1,1,0,1,1.3672703212177542,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9924020376385532,1,0,0,0,0,0,0.8114803265224161,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.9109613101984924,1,0,0,1,0,1,1.1911198392001443,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.002895784642934,0,1,0,1,1,1,-0.181524482937073,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-0.4387486845253944,0,0,1,1,0,1,1.1743561996602003,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.5292418500717988,0,0,1,1,0,0,1,0,0,0,0
0,1,1,-0.5851984004382496,0,0,0,0,0,1,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.4948295929439304,0,0,1,1,0,0,0,0,0,1,1
1,0,0,0.5075251923707708,0,0,1,0,0,0,1.0388021001860552,0,1,0,0,1,0,0,1,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.5138009127415664,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-1.1145631287986442,0,0,0,0,0,1,0.1524967140963176,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.2674407174829759,0,1,0,1,0,0,0,0,0,1,1
0,1,0,1.0436161483629645,0,0,0,0,0,1,-0.6567984249845842,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,0,0.4732235351283796,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.216282812592461,0,0,0,0,1,1,-0.9992054071769365,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4860351280674795,0,0,1,1,0,0,0,0,0,1,0
1,0,0,-0.7611395327017412,1,0,0,0,0,1,1.0149384727871125,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.6137012404433893,1,1,0,1,1,0,0.6493740171459885,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.9923185591570018,1,0,0,0,0,1,0.7240731200408224,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.9109613101984924,1,0,0,0,0,0,-1.2849576910473786,0,0,1,0,0,1,0,1,0,0,0
0,1,1,-1.1552834925186746,1,0,1,0,1,1,-0.2081132349397309,1,0,0,1,0,0,0,0,0,1,0
0,1,0,1.2879383306831464,1,1,1,1,1,1,0.5496661971360212,1,0,0,0,0,1,0,0,0,1,0
1,1,1,1.6137012404433893,0,1,0,1,1,1,1.307445629211773,0,1,0,0,0,1,0,1,0,0,0
0,0,1,-0.4630373092781585,1,1,0,0,0,0,0.5180920541328647,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-1.1466966668536633,1,0,0,0,0,1,0.36383513213493496,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4993295040688086,0,0,1,1,0,0,1,0,0,0,0
0,1,0,1.5729808767233588,1,1,1,1,1,0,0.8155537171626008,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-1.0331224013585834,0,0,0,0,0,1,-1.33148800705203,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1.4100994218432374,0,1,1,0,1,0,-0.1565975279345811,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-1.1145631287986442,0,0,1,0,0,1,-0.4457502059634864,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.3502505571160864,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.0843365120829946,1,0,1,0,1,1,0.5097830691320341,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.2456406231948196,0,0,0,0,0,0,-1.3304357709736399,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,1,-1.505976692069473,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-0.7888002190384014,0,0,0,0,0,1,-1.3580767590546885,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.62591876415828,1,0,0,1,0,0,0.5081212721318681,0,1,0,1,0,0,1,0,0,0,0
0,1,1,0.5956921474426305,0,0,0,0,0,0,-1.4860351280674795,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1.2064976032430856,0,0,0,0,0,0,-1.4926823160681442,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-0.9357845626867467,1,0,0,0,0,1,0.6616732563600896,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0.5626286962009387,0,1,1,0,1,1,1.42333204766948,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0.5956921474426305,1,0,1,0,1,0,-0.1715537009360761,1,0,0,0,0,1,1,0,0,0,0
0,0,0,1.0843365120829946,1,1,0,0,1,0,0.1308933530941583,1,0,0,0,1,0,1,0,0,0,0
0,1,0,-0.3815965818380978,0,0,0,1,1,0,-0.3493659799538514,1,0,0,1,0,0,0,0,1,0,0
0,1,0,-0.5037576729981889,0,0,0,1,1,1,0.5396954151350245,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-1.0738427650786138,1,0,1,0,0,1,0.8421424691652587,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.0892689376452644,0,0,1,1,0,1,1.134896511973354,0,1,0,1,0,0,0,1,0,0,1
1,1,1,0.5549717837226001,1,1,1,1,0,1,1.1944434332004772,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.8702409464784621,0,0,0,0,0,1,-0.6883725679877406,1,0,0,1,0,0,0,0,1,0,1
0,1,0,1.1657772395230557,1,0,0,0,1,0,1.2093996062019725,0,1,0,0,1,0,1,0,0,0,0
0,0,1,0.6364125111626608,0,0,1,1,0,0,-0.6385186579827569,1,0,0,1,0,0,0,1,0,0,0
0,1,0,1.5729808767233588,1,1,1,1,1,1,1.7112623002521414,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0.8400143297628127,0,0,0,0,0,0,-1.5309036470719648,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0.1070477828022663,0,0,0,0,0,0,-1.4843733310673135,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0.7696956209509631,0,1,1,1,0,1,1.361960406280672,0,1,0,0,1,0,1,0,0,0,1
0,1,0,1.3286586944031769,0,0,0,0,0,0,-1.5093002860698053,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.1400180415689374,0,0,0,0,1,0,-0.23875978761410374,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0.8600729308045123,0,1,1,1,0,1,1.3812848281699448,0,1,0,0,1,0,1,0,0,0,1
0,1,1,-0.5851984004382496,0,0,0,0,0,0,-0.2928648819482031,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-1.1960038562387048,1,0,0,0,0,1,0.3319707901142591,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.5329320240442772,1,0,0,0,0,1,0.8854658607213873,0,1,0,1,0,0,1,0,0,0,1
1,1,0,0.8400143297628127,0,0,1,1,1,1,0.9717626351782166,0,1,0,0,1,0,0,0,1,0,0
1,0,0,0.1477681465222966,1,0,0,0,0,1,0.3369561811147576,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0.3920903288424788,0,1,1,1,0,0,-0.1698919039359101,1,0,0,1,0,0,1,0,0,0,0
0,1,1,0.5549717837226001,0,0,0,0,0,0,-1.4893587220678115,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-0.2594354906780068,0,0,0,0,0,1,-1.4660935640654862,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-0.7397021627459681,0,0,1,0,0,1,0.7126884108690197,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4508197855632678,1,0,1,1,1,1,0.3668685271177476,1,0,0,0,1,0,1,0,0,0,1
1,0,0,-1.1960038562387048,0,0,0,0,0,0,-0.6567984249845842,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0.533019415311156,1,1,0,1,1,0,0.5493739201822404,1,0,0,0,1,0,0,0,1,0,1
0,1,0,0.7178532386027215,0,0,0,0,0,0,-1.4943441130683104,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1.6137012404433893,1,0,0,0,0,0,-1.3082228490497043,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-0.9516816739185228,0,1,0,0,0,0,-0.5371490409726233,1,0,0,0,1,0,0,0,0,1,0
0,0,0,1.4100994218432374,0,0,0,0,0,0,-1.4893587220678115,0,0,1,0,0,1,1,0,0,0,0
0,1,1,0.7138731619984267,1,0,0,0,0,1,0.6568232524823329,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.5851984004382496,0,0,0,0,0,0,-1.4843733310673135,0,0,1,0,1,0,0,0,0,1,0
0,1,0,-0.5851984004382496,0,0,0,0,0,1,-0.6784017859867437,1,0,0,1,0,0,1,0,0,0,0
1,0,0,-1.156755701834181,0,0,0,0,0,0,0.37743241704930336,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0738427650786138,0,0,0,1,1,1,1.1695164781979852,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.0627977759776814,0,0,1,0,0,1,-1.1644502574028754,1,0,0,1,0,0,0,0,1,0,1
0,1,0,-0.2187151269579764,1,1,0,0,1,0,0.534710024134526,1,0,0,0,1,0,0,0,0,1,0
0,1,0,0.3106496014024181,1,0,1,0,1,0,0.1990270301009692,1,0,0,0,1,0,0,1,0,0,0
0,1,0,-0.0151133083578247,1,1,0,0,1,1,0.2671607071077802,1,0,0,0,1,0,0,1,0,0,0
1,1,0,-0.4223169455581282,0,0,0,0,0,1,0.830509890164096,0,1,0,1,0,0,1,0,0,0,0
0,0,1,-1.2774445836787656,0,0,0,1,0,1,-0.4956041159684701,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0.9214550572028734,1,1,0,0,0,0,1.2010906212011416,0,1,0,0,1,0,0,0,0,1,0
0,1,1,-0.9516816739185228,1,0,0,1,0,1,0.4848561141295422,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.254040013521568,0,1,0,0,0,1,-0.5390047947667711,1,0,0,1,0,0,0,0,1,0,1
0,0,1,-0.3015181408093257,1,0,0,0,1,1,0.6317674378328078,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.5061377391894082,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-1.2263241573060655,0,0,0,0,1,1,-0.07703555256386274,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.5956921474426305,0,0,0,0,0,0,-1.479387940066815,0,0,1,0,0,1,0,1,0,0,0
0,1,1,1.3286586944031769,1,1,1,0,1,1,1.1396041321949948,0,1,0,0,0,1,0,1,0,0,0
1,1,0,-0.9516816739185228,0,0,0,0,0,0,-1.4926823160681442,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.242005029796597,0,1,0,1,0,1,-0.341157834370674,1,0,0,1,0,0,0,0,0,1,1
0,0,0,0.880734693482843,0,1,1,0,0,1,1.1728400721983174,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0.880734693482843,0,1,0,0,1,0,-0.6501512369839195,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-0.3815965818380978,1,0,0,0,0,0,-1.343120586053193,0,0,1,0,1,0,0,0,0,1,0
1,1,0,1.6137012404433893,1,1,1,1,0,1,1.259253516206956,0,1,0,0,0,1,0,1,0,0,0
0,1,0,-1.165284193847991,0,0,0,1,1,1,0.55333751122589,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4964886931307054,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.4915401492832985,1,0,0,1,0,0,1.15456030519649,0,1,0,0,1,0,1,0,0,0,0
0,0,1,-0.28113778235212905,1,0,0,0,0,1,0.6002690046893088,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.1620473083296927,0,0,0,0,0,1,-1.3381408051531012,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.4915401492832985,1,0,1,0,1,1,0.9484974771758908,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4842223446516976,0,0,1,1,0,0,0,0,0,1,1
0,1,0,1.369379058123207,1,1,1,1,1,0,0.895319973170575,1,0,0,0,0,1,1,0,0,0,0
1,1,0,0.0256070553622056,1,0,1,0,0,1,1.1911198392001443,0,1,0,1,0,0,1,0,0,0,0
0,1,0,0.5956921474426305,0,0,0,0,0,0,-1.4993295040688086,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.5126238800701377,0,0,1,1,0,0,1,0,0,0,0
0,1,1,0.1070477828022663,0,0,0,0,0,0,-1.4976677070686424,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.5134066106523606,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.8702409464784621,1,1,0,0,0,1,0.0129057660823636,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0.7178532386027215,1,0,0,0,0,1,1.0282637331838649,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.0256070553622056,1,1,0,1,0,1,1.2941512532104444,0,1,0,0,1,0,0,0,0,1,1
0,1,1,1.125056875803025,1,0,0,0,0,0,0.3186764141129299,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.1960038562387048,0,0,1,0,0,0,1.0182929511828682,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-1.1145631287986442,0,0,0,0,0,0,0.1724382780983114,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.2367242199587352,0,0,0,0,0,1,0.2304675710512633,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.5331007121864342,1,0,0,0,0,1,0.5921160449132243,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.2699292376823877,0,1,0,1,0,0,-0.2945266789483693,1,0,0,1,0,0,0,0,1,0,1
1,0,1,-1.2774445836787656,0,0,0,1,0,1,-0.4856333339674735,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.9516816739185228,0,1,0,0,0,1,0.3352943841145911,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.758573602322752,0,1,1,0,1,0,-0.1416413549330859,1,0,0,0,0,1,0,1,0,0,0
0,0,0,0.880734693482843,1,0,1,1,0,1,0.9966895901807084,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-0.8702409464784621,0,0,0,0,0,0,-1.4876969250676455,0,0,1,0,1,0,0,0,0,1,0
0,1,1,1.125056875803025,1,1,1,0,0,0,0.9767480261787151,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-0.6666391278783103,0,0,0,0,0,0,-1.4843733310673135,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-0.7073594915983407,1,0,0,0,0,0,-0.4391030179628221,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.1070477828022663,1,1,0,1,0,1,-0.1715537009360761,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.5076384890696393,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.1591439020969822,0,1,0,1,0,0,0,0,0,1,1
0,0,1,-0.3001558543980371,0,0,0,0,0,0,-1.461108173064988,0,0,1,1,0,0,0,0,0,1,0
0,0,0,1.5322605130033284,1,1,1,1,1,1,1.5683477582378549,0,1,0,0,0,1,0,1,0,0,0
0,1,1,-0.3408762181180675,0,0,0,0,0,1,-1.461108173064988,0,0,1,0,1,0,0,1,0,0,0
0,1,1,-0.7389646996272375,1,0,0,1,0,0,0.8722142606521999,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.748079855318371,1,0,0,0,0,1,0.3386179781149237,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,1,0,1,0,0,0,0.4383257981248911,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.1791656619286301,0,0,1,0,1,1,-0.30994827466054853,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0.9214550572028734,1,0,0,1,0,1,0.8521132511662559,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0.5142514200025698,0,0,0,0,0,0,-1.5142856770703037,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0.2292088739623573,1,0,1,0,1,0,0.112613586092331,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.3815965818380978,0,1,0,0,0,1,0.3402797751150897,0,1,0,1,0,0,1,0,0,0,0
1,1,0,0.6852621386729296,1,1,0,0,0,1,0.5558264951477813,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.0843365120829946,1,1,1,1,1,1,1.395520870220578,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,1,0,1,0,0,1,0.564662516206601,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-0.7073594915983407,1,1,0,0,0,1,-0.3011738669490337,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0.7178532386027215,1,0,0,0,0,0,-1.3231790220511994,0,0,1,0,0,1,0,0,0,1,0
0,0,1,-0.7888002190384014,0,0,0,0,0,1,0.4499583771260538,0,1,0,1,0,0,0,1,0,0,0
0,1,0,-1.0100269426660475,0,0,1,1,0,1,0.6793349814179269,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9516816739185228,0,0,0,0,0,0,-1.504314895069307,0,0,1,1,0,0,1,0,0,0,0
0,0,1,-0.748079855318371,0,0,0,0,0,0,-1.4893587220678115,0,0,1,1,0,0,0,0,0,1,0
0,1,1,-0.055833672077855,0,0,0,1,1,0,-0.346042385953519,1,0,0,1,0,0,0,0,0,1,0
1,0,0,-1.1552834925186746,1,0,0,1,0,1,0.8122301231622688,0,1,0,1,0,0,0,0,1,0,1
1,1,1,-1.1960038562387048,0,1,0,0,1,1,0.7823177771592784,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1.6137012404433893,1,1,1,1,0,0,1.4935668932303794,0,1,0,0,0,1,0,1,0,0,0
0,1,0,1.5026515422147733,0,1,1,1,1,1,1.5582118442486799,0,1,0,0,1,0,1,0,0,0,1
1,1,0,0.3244530371753116,0,0,1,0,0,1,-0.8714517572497218,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-1.1432393352609578,1,0,0,0,0,1,0.39598506137531253,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0310062569580272,0,0,1,0,1,1,-0.5443929217886059,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.5126238800701377,0,0,1,1,0,0,0,0,1,0,0
1,1,0,1.0436161483629645,1,1,1,1,0,1,1.465316344227555,0,1,0,0,1,0,0,0,1,0,1
0,1,1,-0.6987134723240414,0,0,0,0,0,0,0.7427217718965441,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.1446879222196236,0,0,0,0,0,1,0.177594656368617,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.3815965818380978,0,0,0,0,0,0,-1.4727407520661506,0,0,1,0,1,0,0,0,0,1,0
1,1,0,1.3286586944031769,0,0,0,0,0,1,0.2056742181016338,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-0.0151133083578247,1,0,0,1,0,1,1.2160467942026365,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1778116374762337,0,1,0,1,0,0,0,0,0,1,1
0,0,1,-0.8295205827584317,1,0,0,0,0,1,0.2987348501109366,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.1070477828022663,0,0,0,0,0,0,-0.3244390249513595,1,0,0,1,0,0,0,0,0,1,1
0,0,0,1.002895784642934,0,1,0,1,1,1,-0.7864185909975417,1,0,0,0,1,0,0,1,0,0,0
1,0,0,0.880734693482843,0,0,1,1,0,1,-0.3094828519498643,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,1,0,1,0.6186643117498286,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.5851984004382496,0,0,1,0,0,1,0.2920876621102721,0,1,0,1,0,0,0,0,1,0,0
0,1,1,1.6137012404433893,1,1,1,1,1,0,0.830509890164096,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4915033021302069,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.7888002190384014,0,0,1,1,0,1,0.544680806135523,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.028575288862403334,1,1,0,1,1,0,0.07277449210605699,1,0,0,1,0,0,0,0,1,0,1
