SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,-1.2774445836787656,0,0,1,0,0,0,0.3186764141129299,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.4860351280674795,0,0,1,1,0,0,0,0,0,1,0
0,1,0,-0.9516816739185228,0,0,0,1,0,1,0.3652067301175816,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.0151133083578247,0,0,0,0,0,0,-1.4960059100684764,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,1,0,1,0,0,1,0.4782089261288781,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.32167805072208666,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.1477681465222966,1,0,0,0,0,1,0.6693155811479823,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.748079855318371,1,0,1,0,1,0,0.5214156481331973,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0.0256070553622056,0,0,1,1,1,0,0.576254949138679,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1.5729808767233588,0,1,1,1,0,1,1.325725396213601,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-0.7073594915983407,0,1,0,1,1,0,1.3406815692150955,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.125056875803025,0,0,0,0,0,0,-1.4694171580658184,0,0,1,0,0,1,0,0,0,1,0
1,1,1,1.4508197855632678,1,0,1,1,0,1,0.6610065961471517,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.33003670416248787,0,0,0,0,0,1,0.4844718781999585,0,1,0,1,0,0,0,1,0,0,1
1,1,0,-1.0401499556823783,0,0,0,0,0,1,0.17775826246270382,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0.0663274190822359,0,1,0,0,0,0,-1.1420431490330922,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.019097894051594,0,0,0,1,1,1,0.8796383173048301,0,1,0,1,0,0,0,0,0,1,1
0,0,0,1.5322605130033284,1,0,1,0,0,0,1.1346187411944968,0,1,0,0,1,0,0,0,1,0,0
0,1,0,0.0256070553622056,0,1,0,1,1,1,1.2958130502106109,0,1,0,0,1,0,0,0,1,0,1
0,1,0,0.4328106925625091,1,0,0,0,1,1,0.0029349840813665,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,1,0,0,0,1,-0.4972659129686364,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4905785170806654,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.3001558543980371,0,0,0,0,0,0,-1.519271068070802,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.0738427650786138,0,0,0,0,0,0,0.8155537171626008,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,0,1,1,1,0.6244470621434968,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.9109613101984924,0,0,0,0,0,1,-0.6617838159850825,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-0.7888002190384014,0,0,0,0,1,1,-0.4723389579661445,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-1.198710370613622,0,0,0,0,0,1,-1.0908085230930868,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.7178532386027215,1,0,0,1,0,0,-0.3277626189516918,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.1651325098589655,0,0,1,0,0,0,-0.4456489071179751,1,0,0,1,0,0,0,1,0,0,1
1,0,0,-1.2367242199587352,0,0,0,0,0,0,-0.6584602219847502,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.6666391278783103,1,0,0,0,1,1,0.8072447321617703,0,1,0,1,0,0,0,1,0,0,1
0,1,0,0.6364125111626608,0,0,1,1,0,1,0.0295237360840249,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0.2699292376823877,1,0,0,0,0,0,-1.3215172250510334,0,0,1,0,0,1,0,0,0,1,0
0,1,1,-1.0132219017966404,0,0,1,0,1,1,0.729804669381907,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.2879383306831464,1,1,1,0,1,0,1.5135084572323727,0,1,0,0,0,1,1,0,0,0,0
1,0,0,-1.2367242199587352,0,1,0,1,0,0,0.0544506910865167,1,0,0,1,0,0,1,0,0,0,1
1,0,0,-0.9088412666146923,1,0,0,0,1,0,-0.3730263244942601,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0.5956921474426305,1,0,1,0,0,1,1.1495749141959914,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9516816739185228,0,0,0,0,0,0,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.5549717837226001,0,0,1,1,1,1,1.3174164112127704,0,1,0,0,0,1,1,0,0,0,0
0,1,1,1.5322605130033284,0,1,0,0,1,0,0.3519123541162524,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.9134415618886944,1,0,0,0,0,1,0.9909674708758557,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.7992939660427822,0,0,0,0,0,0,-1.5009913010689746,0,0,1,0,1,0,0,1,0,0,0
1,0,0,-1.0953880843170725,1,0,1,0,0,1,0.9644197766756338,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.8400143297628127,1,1,0,0,1,1,-0.1565975279345811,1,0,0,0,1,0,0,0,1,0,1
0,1,0,-1.1490608182408204,1,0,1,0,0,1,0.8055294878437746,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.3675491541822049,1,0,1,0,0,1,0.49082097970925587,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2568898106426118,0,0,0,0,0,0,0.2317070818403943,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,1,0,-0.4114466517480371,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.2594354906780068,0,0,0,0,0,1,0.7989357471609396,0,1,0,1,0,0,1,0,0,0,1
1,1,1,-0.3815965818380978,0,0,1,1,0,1,0.787303168159777,0,1,0,1,0,0,1,0,0,0,0
0,0,0,1.6137012404433893,1,1,0,0,1,1,0.6626683931473177,0,1,0,0,0,1,1,0,0,0,0
1,1,1,1.6137012404433893,0,1,0,1,1,1,1.307445629211773,0,1,0,0,0,1,0,1,0,0,0
1,0,0,-0.6276680080817738,0,0,1,0,0,1,0.3105815889112071,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.6364125111626608,0,1,0,1,0,1,1.1612074931971548,0,1,0,0,1,0,1,0,0,0,0
1,0,0,-0.0151133083578247,1,0,0,1,0,1,0.5430190091353566,0,1,0,1,0,0,0,1,0,0,0
1,0,0,-0.8702409464784621,1,0,0,0,0,1,1.0099839661820376,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-1.0738427650786138,0,0,0,0,1,1,-0.5305018529719588,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6700928009859131,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.1960038562387048,1,0,0,0,0,1,-0.4690153639658123,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-1.491020519067978,0,0,1,1,0,0,0,0,1,0,1
0,1,1,-0.9662137286495167,0,1,1,1,1,0,-0.012243419481085871,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-0.6666391278783103,1,0,0,0,0,1,0.7258166791536301,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,0,0,0,1,0,1,-0.8179927340006982,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-1.1792755264348396,1,0,1,0,0,1,0.5500195189406425,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,-0.19323008367661051,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2142634242503316,0,0,1,0,0,1,-0.4883535251976965,1,0,0,1,0,0,0,0,0,1,1
1,0,0,-0.1372743995179157,0,0,1,1,0,1,1.219370388202969,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,1,0,0,1,-0.4856333339674735,1,0,0,1,0,0,0,0,0,1,0
1,1,0,0.880734693482843,1,0,0,0,0,0,0.3070438351117673,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.0965540357978854,0,1,1,0,1,0,0.1873944510998066,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-0.2594354906780068,0,0,1,1,0,1,-0.289541287947871,1,0,0,0,1,0,0,0,0,1,0
0,1,1,0.3513699651224484,1,1,1,0,0,1,0.9817334171792133,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.8572041443337168,0,1,0,0,1,1,1.1597560222042271,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.3815965818380978,1,0,1,0,0,1,0.4782089261288781,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.3513699651224484,1,1,0,1,1,1,0.328647196113927,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-0.3408762181180675,0,0,0,0,0,1,0.8504514541660894,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,1,0,1,0,0.3253236021135945,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0.2292088739623573,0,0,1,1,1,1,0.179085466098976,1,0,0,0,1,0,0,1,0,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.4544609850643233,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.0515758543488275,0,0,0,0,0,0,0.28366576433307983,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4915401492832985,0,1,1,0,1,0,0.5280628361338618,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2434885133235372,0,0,1,0,0,0,-0.4668014656878109,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0.758573602322752,0,1,1,1,1,1,0.6144762801425001,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-0.5444780367182193,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.7073594915983407,0,0,0,0,0,0,-1.5009913010689746,0,0,1,0,0,1,0,0,0,1,0
0,1,0,1.6137012404433893,1,1,1,1,1,0,0.7740087921584478,1,0,0,0,0,1,1,0,0,0,0
0,1,0,-1.091944215848812,1,0,1,1,0,1,1.309654050364789,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.5956921474426305,1,0,1,0,1,1,1.0066603721817051,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.3815965818380978,1,0,0,1,0,1,0.5396954151350245,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.5549717837226001,0,0,0,0,0,1,-1.451137391063991,0,0,1,0,0,1,0,0,1,0,0
0,0,0,-0.2594354906780068,1,1,1,0,0,1,0.7274784761537967,0,1,0,1,0,0,0,1,0,0,0
0,0,0,1.5729808767233588,1,0,0,0,0,0,-1.3364733980525287,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0.188488510242327,1,1,0,1,0,0,0.4815325201292102,1,0,0,0,1,0,0,0,0,1,0
0,1,0,0.880734693482843,0,1,1,1,1,0,1.4952286902305454,0,1,0,0,0,1,1,0,0,0,1
0,0,0,-0.35108745453614343,1,0,0,0,0,1,0.6697333182818499,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.6666391278783103,1,0,0,0,1,1,0.8072447321617703,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.2116983569640177,1,0,0,0,1,0,1.16918287719737,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-0.055833672077855,1,0,0,0,0,0,-1.2965902700485417,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0.4328106925625091,1,0,0,0,0,1,-1.3397969920528607,0,0,1,0,1,0,1,0,0,0,0
0,1,1,-0.748079855318371,0,0,1,0,1,1,0.827186296163764,0,1,0,1,0,0,0,1,0,0,1
1,1,0,-0.030435815079909403,0,0,1,1,0,1,0.49415232540714826,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.6364125111626608,0,1,1,0,0,0,-0.3078210549496983,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-1.1354845298472638,0,0,0,1,0,1,0.3813523551569742,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.3815965818380978,0,0,0,0,1,1,-0.5088984919697991,1,0,0,0,1,0,0,0,1,0,0
0,1,1,-0.3408762181180675,1,1,0,0,1,0,0.5396954151350245,1,0,0,1,0,0,1,0,0,0,0
0,1,0,0.9285935181676317,0,0,0,1,0,1,1.0560443575270189,0,1,0,0,1,0,1,0,0,0,1
0,0,0,-0.8295205827584317,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,1,0,0,0,1,0,0
0,0,0,-0.7399758144432657,0,0,1,1,0,1,0.9198875142733367,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.0965540357978854,0,0,0,0,0,0,-1.4943441130683104,0,0,1,0,1,0,0,1,0,0,0
0,0,1,-1.2656660462641354,0,0,0,1,0,0,-0.019493534253691547,1,0,0,1,0,0,0,0,1,0,1
1,1,0,0.0663274190822359,0,0,0,1,1,0,-0.0186683769207927,1,0,0,0,1,0,1,0,0,0,0
1,1,0,-0.13345599520748808,1,0,0,0,0,1,0.3485471299589575,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5444780367182193,1,1,1,0,0,1,1.0099839661820376,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.2774445836787656,0,0,0,0,0,1,-0.6567984249845842,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.17381034874581802,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.247217966963116,1,0,1,1,1,1,1.461992750227223,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.5956921474426305,0,1,0,0,0,0,0.3552359481165849,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.0993192100910018,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.3513699651224484,1,1,1,1,0,1,1.2243557792034672,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0.6394712597020807,0,0,1,0,0,1,-0.41273464074200694,1,0,0,0,1,0,1,0,0,0,1
0,1,0,-0.7073594915983407,0,0,1,0,0,0,0.3519123541162524,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-0.055833672077855,1,0,0,1,1,1,1.2549155893624895,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.6666391278783103,1,1,0,1,1,1,1.6015836982411773,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1.369379058123207,1,0,1,1,1,1,1.440389389225063,0,1,0,0,1,0,0,1,0,0,0
0,1,1,-0.8295205827584317,1,0,1,1,0,1,0.6560212051466532,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.002895784642934,0,1,1,0,0,0,-0.3759547319565092,1,0,0,0,1,0,0,0,1,0,0
1,0,0,-1.1145631287986442,0,0,0,0,0,1,0.8853491911695783,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.2385633882991354,1,0,0,0,0,1,0.4380572402257089,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.7888002190384014,0,1,0,0,0,1,0.2389101581049563,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0.4735310562825394,1,0,1,1,0,1,0.6659919871476498,0,1,0,1,0,0,1,0,0,0,1
0,1,1,0.1070477828022663,0,0,0,0,0,0,-1.5009913010689746,0,0,1,0,0,1,0,0,0,1,0
0,1,1,-0.1779947632379461,0,1,0,0,0,1,0.6011819041411709,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-1.2367242199587352,0,0,1,0,0,1,0.7440964461554579,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1.5729808767233588,0,0,0,0,0,0,-1.4976677070686424,0,0,1,0,0,1,0,1,0,0,0
0,1,1,1.2879383306831464,1,0,1,1,1,1,1.476948923228718,0,1,0,0,0,1,0,1,0,0,0
0,1,0,-0.0151133083578247,0,1,1,0,1,0,0.1907180451001386,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4915033021302069,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.9552680051226117,0,1,0,0,0,0,0.3951386638601141,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.4915401492832985,1,1,1,1,1,1,1.5882893222398482,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0.4735310562825394,1,0,1,1,1,1,0.6809481601491449,1,0,0,0,1,0,1,0,0,0,0
0,1,0,1.1657772395230557,0,1,1,0,1,1,0.5413572121351905,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-1.2721372672289195,0,1,1,0,0,1,-0.38104411524474235,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,0,1,1,1,1,0,-0.0103593919199621,1,0,0,0,0,1,1,0,0,0,0
0,1,0,-0.00827183288182809,1,0,0,1,0,1,0.4722824515399776,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.2415359461129212,0,0,0,0,0,1,0.21073583957571113,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.6233369124335875,1,0,0,0,0,1,1.036331295381214,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.055833672077855,1,0,0,0,0,1,0.3037202411114352,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.9214550572028734,0,0,1,1,0,1,0.5579751821368518,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2367242199587352,0,0,1,0,0,0,1.0266019361836989,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1608056990971482,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-1.2166386798633015,0,0,0,0,0,1,0.42838528248769026,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0.9621754209229036,1,1,0,0,1,1,1.3489905542159264,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-0.055833672077855,0,1,0,1,1,0,0.7590526191569525,0,1,0,1,0,0,0,0,1,0,0
1,0,0,-0.832347528684485,1,0,0,0,0,1,1.0102147013636702,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.5142856770703037,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-1.0331224013585834,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,0,0,0,1,0
0,0,1,-1.2774445836787656,1,0,0,0,0,1,0.32116676789959003,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.9924020376385532,1,0,0,0,0,0,-1.341458789053027,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.5009913010689746,0,0,1,1,0,0,0,0,0,1,1
0,1,0,0.20814218664876843,1,1,0,1,1,1,1.1632776617090155,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0.188488510242327,1,1,1,1,0,0,0.8787020031689138,0,1,0,1,0,0,1,0,0,0,0
0,1,0,-1.1960038562387048,0,1,0,0,1,0,-0.9858342310174764,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-0.8295205827584317,1,0,1,0,0,1,0.830509890164096,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6468276429835875,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1.2879383306831464,0,0,0,0,0,0,-1.502653098069141,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.8295205827584317,1,0,0,0,0,1,0.9784098231788813,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.3513699651224484,1,0,1,1,0,1,1.3805646972190828,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,0,1,1,1,1,1.5301264272340338,0,1,0,0,0,1,0,1,0,0,0
0,1,0,1.5322605130033284,0,0,1,1,1,0,-0.2313783929420567,1,0,0,0,0,1,1,0,0,0,0
0,0,0,1.3286586944031769,1,0,1,1,0,1,1.0216165451832002,0,1,0,0,1,0,0,0,1,0,0
1,1,0,-0.6666391278783103,0,1,1,0,0,1,-0.3393951979528547,1,0,0,1,0,0,1,0,0,0,0
0,1,0,1.2879383306831464,1,0,1,0,1,1,0.179085466098976,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.3327480099521901,1,0,0,1,0,0,0,0,0,1,1
1,1,0,1.3286586944031769,1,1,0,1,0,0,1.3456669602155942,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1.0843365120829946,0,0,1,1,1,0,0.398442670120904,1,0,0,0,1,0,0,1,0,0,0
0,1,0,1.575360700057292,0,0,1,0,0,0,-0.5028013946292755,1,0,0,0,0,1,0,0,1,0,1
0,0,0,-0.8295205827584317,0,0,0,0,0,0,0.4433111891253892,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.2594354906780068,0,0,1,1,1,1,0.6792863631489789,0,1,0,0,1,0,0,0,1,0,0
1,1,0,1.5729808767233588,0,0,1,1,0,1,1.1445895231954937,0,1,0,0,0,1,0,0,1,0,0
0,0,0,-0.5851984004382496,0,0,0,0,0,0,-1.4860351280674795,0,0,1,0,0,1,0,1,0,0,0
1,1,0,-1.0154703766977013,1,0,0,0,0,1,0.6497588367309609,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.055833672077855,0,0,0,1,0,1,-0.4889569279678058,1,0,0,0,1,0,0,0,1,0,0
0,1,1,1.247217966963116,1,1,0,0,0,1,1.1595456961969886,0,1,0,0,1,0,0,1,0,0,0
0,1,0,1.4100994218432374,0,1,1,0,0,1,0.85876043916692,0,1,0,0,1,0,0,1,0,0,1
0,0,0,-1.2503448281846852,0,0,0,0,0,1,-0.9991286070188056,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1114065377222209,1,0,1,1,1,1,1.4410411845015925,0,1,0,1,0,0,0,1,0,0,1
0,1,0,-0.3815965818380978,0,0,0,0,1,0,-0.1582593249347472,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.2367242199587352,0,0,0,1,0,1,0.3668685271177476,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.1070477828022663,0,0,0,0,0,0,-1.4677553610656522,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-0.41853765364819656,1,1,0,0,0,1,1.1811901800422209,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1.4100994218432374,1,1,0,0,1,0,1.3240635992134344,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0.1070477828022663,1,1,0,1,1,1,1.4686399382278874,0,1,0,0,0,1,0,0,1,0,0
0,1,0,1.6137012404433893,1,1,1,1,1,1,1.6863353452496497,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-0.3212077061900146,1,1,1,1,0,1,1.5421797512138118,0,1,0,1,0,0,0,0,0,1,1
0,0,0,1.0436161483629645,1,0,0,0,0,1,-1.3115464430500368,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-1.4478137970636586,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0.4428758337633434,0,0,1,0,1,1,-0.135059124332771,1,0,0,0,1,0,0,1,0,0,1
0,1,0,1.3286586944031769,0,0,0,0,0,0,-1.5093002860698053,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0.4735310562825394,0,1,1,1,0,1,-0.1084054149297635,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-0.9516816739185228,0,1,0,0,0,1,0.3153528201125979,0,1,0,1,0,0,0,1,0,0,1
1,0,0,-0.9516816739185228,1,0,0,0,0,1,0.3253236021135945,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.3920903288424788,0,0,0,0,0,0,-1.479387940066815,0,0,1,0,1,0,0,0,0,1,0
1,0,0,-1.2367242199587352,0,1,0,0,0,1,-0.5155456799704636,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.9214550572028734,0,1,1,0,0,0,-0.3011738669490337,1,0,0,1,0,0,0,0,1,0,0
0,1,1,-0.62591876415828,1,0,1,1,1,1,0.0644214730875133,1,0,0,1,0,0,0,0,0,1,0
0,1,0,1.5729808767233588,1,0,0,0,0,0,-1.3198554280508674,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-0.682912311796541,0,0,0,0,0,1,-0.6617838159850825,1,0,0,0,1,0,0,1,0,0,1
0,0,0,-1.1960038562387048,0,0,1,0,0,0,0.6493740171459885,0,1,0,1,0,0,0,0,1,0,0
1,1,0,-1.2774445836787656,1,1,0,0,0,1,0.5164302571326987,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.055833672077855,0,0,0,1,1,1,0.0544506910865167,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0.5956921474426305,1,0,1,1,0,1,1.3838882912194153,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4744025490663168,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.3001558543980371,1,1,1,1,1,1,0.4516201741262198,1,0,0,1,0,0,1,0,0,0,0
0,0,0,0.4328106925625091,1,0,0,0,0,1,0.3519123541162524,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-1.132308672403615,0,0,0,0,0,0,0.2545895470876245,0,1,0,1,0,0,1,0,0,0,1
0,1,0,-1.2774445836787656,0,0,0,0,0,1,0.1409798599931125,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,0,1,0,1,1.3556377422165908,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0.4356959506175502,1,0,1,0,0,1,0.4353554460464779,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.04019501300140754,1,0,0,1,0,1,1.1370164965792233,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.2187151269579764,0,0,1,0,1,1,-0.3643221529553466,1,0,0,1,0,0,0,0,1,0,0
1,1,0,1.002895784642934,1,0,1,1,0,1,1.0133075601823696,0,1,0,1,0,0,1,0,0,0,1
0,1,0,1.0850753446605286,1,0,1,1,0,1,1.076427420139794,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.4328106925625091,0,0,0,0,0,1,0.8238627021634315,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.9742016520163136,1,0,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,1,1,1,1,1,1.7046151122514768,0,1,0,0,0,1,1,0,0,0,0
0,1,1,-0.5226169799241626,1,0,0,1,0,1,0.6630025439394549,0,1,0,1,0,0,1,0,0,0,1
1,0,0,-0.5037576729981889,0,1,0,0,1,0,-0.357674964954682,1,0,0,0,1,0,0,0,0,1,0
0,1,1,-1.0331224013585834,0,0,0,0,0,0,-1.4660935640654862,0,0,1,0,1,0,0,0,0,1,0
0,1,0,-1.0738427650786138,0,0,0,0,0,0,-1.504314895069307,0,0,1,1,0,0,1,0,0,0,1
0,1,0,-0.0151133083578247,1,0,0,0,1,1,0.4815325201292102,0,1,0,0,1,0,0,0,1,0,0
0,1,0,1.3286586944031769,1,0,1,1,1,1,1.4254332162235683,0,1,0,0,0,1,1,0,0,0,0
